"('DT', 'RB')",243
"('NNP', 'CC')",590
"('CC', 'NNP')",426
"('MD', 'RB')",1512
"('RB', 'RB')",1286
"('NN', 'DT')",295
"('DT', 'NNS')",1128
"('NNS', 'RB')",448
"('RB', 'IN')",1365
"('IN', '``')",222
"('RB', ""''"")",42
"(""''"", 'VBZ')",159
"('VBZ', 'NNP')",322
"('VBG', 'VBG')",42
"('NN', 'VBP')",275
"('VBP', 'NN')",315
"('NNP', '(')",291
"('(', 'DT')",38
"('NN', 'TO')",1249
"('VB', ')')",17
"('VBG', 'RP')",233
"('RP', 'RB')",89
"('``', 'VBG')",13
"('IN', ""''"")",62
"(':', 'IN')",508
"('NN', '(')",496
"('(', 'JJ')",157
"('JJ', 'TO')",434
"('VBD', '.')",223
"('VBG', 'NN')",1009
"('VBZ', 'NN')",458
"('POS', 'NNS')",76
"('NN', 'CD')",166
"('VBP', 'NNP')",175
"('IN', 'VBG')",1004
"('VBG', 'DT')",897
"('(', 'NNP')",288
"('NNP', ')')",278
"(')', 'VBD')",12
"('NN', ':')",9916
"(':', 'JJ')",508
"('JJ', 'JJ')",927
"('NN', 'MD')",578
"('DT', 'NNP')",1351
"('NNP', 'RP')",69
"('RP', 'NN')",143
"('NNS', 'MD')",171
"('WRB', 'PRP')",747
"('PRP', 'VBP')",7988
"('VBP', 'NNS')",245
"('NNS', '.')",1829
"('NNP', 'JJ')",498
"('VBN', 'TO')",286
"('IN', 'NNS')",939
"('RB', 'TO')",234
"('TO', 'DT')",589
"('IN', 'PRP$')",1172
"('PRP$', 'NN')",2433
"('DT', 'DT')",58
"('RB', 'DT')",609
"('VBZ', 'NNS')",117
"('(', 'VBG')",27
"('(', 'NN')",204
"(')', 'VBZ')",84
"('CD', 'NN')",647
"('NNP', 'IN')",1726
"('NNP', 'VBD')",605
"('NN', 'JJ')",545
"('RB', 'NNP')",182
"('NN', 'VBN')",293
"('VBN', 'IN')",1231
"('RB', 'RBR')",66
"('RBR', 'NNS')",15
"('``', ""''"")",3
"('VB', 'JJR')",78
"('JJR', 'NNS')",63
"('VB', 'CD')",119
"('CD', '(')",29
"('NNS', ')')",77
"('NNP', 'RBR')",5
"('RBR', 'JJ')",101
"('JJ', 'CC')",613
"('CC', 'JJ')",694
"('VB', 'RB')",638
"('VBN', 'RP')",129
"('RP', 'JJ')",45
"('VBZ', 'IN')",1038
"('NN', 'VBD')",740
"('VBD', 'JJ')",339
"('IN', 'CD')",521
"('CD', 'NNP')",142
"('NNP', 'NNS')",829
"('NNS', 'NN')",325
"('VB', 'NNP')",409
"('NNP', 'POS')",506
"(':', 'VBZ')",199
"('VB', 'MD')",13
"('VB', 'WRB')",239
"('VBP', 'TO')",703
"('VBN', ':')",42
"('RB', 'VBZ')",408
"('``', 'NNP')",464
"('NNP', ""''"")",331
"(""''"", 'TO')",58
"('NNP', 'JJR')",6
"('JJR', 'NN')",170
"('(', ')')",54
"('NNS', 'VB')",57
"('NNS', 'VBD')",213
"('JJ', ""''"")",184
"('VB', 'TO')",753
"('MD', 'NN')",23
"('NN', 'VB')",99
"('NN', 'VBG')",552
"('VBG', 'VBN')",112
"('VBN', 'RB')",204
"('RB', '(')",24
"('NNS', 'JJ')",178
"('JJ', ')')",46
"('VBG', '``')",88
"('``', 'VBN')",15
"('VBN', ""''"")",41
"('VBZ', '``')",79
"('VBZ', 'TO')",334
"('WRB', 'VBG')",639
"('RB', 'CC')",217
"('NNS', '(')",119
"('(', 'IN')",115
"(')', 'VBP')",21
"('VB', '.')",910
"('RP', 'NNP')",30
"(')', 'IN')",66
"('VBG', 'NNS')",408
"('CD', 'JJ')",129
"('RB', 'VBG')",610
"('RP', '.')",310
"('JJ', '.')",2269
"('VBN', 'VBN')",65
"('IN', 'RB')",443
"('RB', '.')",2049
"(':', 'NN')",2928
"('JJ', 'CD')",148
"('VBD', 'WP')",12
"('WP', 'PRP')",235
"('VBP', 'VBZ')",40
"('CD', 'NNS')",584
"('NNP', 'DT')",161
"('NNP', '``')",71
"('IN', 'WRB')",86
"('VBP', 'JJ')",839
"('VBP', 'VBG')",802
"('``', 'NNS')",43
"(""''"", 'NNS')",68
"('VBZ', 'PRP')",467
"('IN', 'PRP')",2959
"('PRP', 'MD')",2195
"('NNS', 'CD')",30
"('VBD', 'IN')",697
"('VBN', 'WRB')",77
"('VBG', 'JJR')",9
"('VBZ', 'VB')",66
"('VBZ', 'RP')",235
"('RP', 'IN')",383
"(')', 'RB')",17
"('RBR', 'VBZ')",12
"('WRB', 'NN')",263
"('VBN', 'CC')",78
"('CC', 'PRP')",1358
"('NN', 'PRP')",821
"('RB', 'CD')",136
"('NNS', 'VBN')",115
"('IN', 'IN')",539
"('TO', 'NNP')",347
"('DT', 'VBN')",63
"('VBN', 'NN')",328
"('VBG', 'MD')",5
"('TO', 'NN')",180
"('VBG', 'RB')",342
"('VBZ', 'WRB')",162
"('CC', 'NNS')",251
"('NNP', 'VBG')",204
"('JJ', 'VBP')",62
"('VB', 'VBG')",241
"('JJ', 'IN')",973
"('VB', 'CC')",126
"('CC', 'VB')",485
"('NNS', 'NNP')",157
"('VB', 'RP')",458
"(')', 'NNP')",13
"('NNS', 'RP')",43
"('.', 'NN')",514
"('WRB', 'NNP')",75
"('WRB', 'VBN')",70
"('VBN', 'NNP')",114
"('``', 'VBZ')",10
"('NNS', ':')",440
"('``', 'IN')",50
"('PRP', 'WRB')",66
"('WRB', ""''"")",1
"('(', 'CD')",35
"('CD', ')')",55
"(""''"", 'RB')",51
"('NN', 'RP')",109
"('RB', 'PRP')",837
"('NNP', '.')",2400
"('VBD', 'TO')",365
"('VBD', 'WRB')",82
"('NNP', 'VB')",137
"(':', 'NNP')",2081
"('VBG', 'VBZ')",33
"('.', 'NNS')",88
"('JJ', '(')",65
"('VB', '$')",6
"('$', 'NNP')",2
"(""''"", '(')",16
"('NNS', 'DT')",80
"('IN', ':')",188
"('RB', ':')",201
"(':', 'VBG')",66
"('WRB', 'TO')",61
"('(', 'VB')",35
"(')', 'TO')",11
"('VBP', '(')",6
"('TO', 'CD')",74
"(':', 'CC')",568
"('VBD', 'RB')",812
"('VBG', 'VBD')",25
"('VBG', 'WRB')",48
"('(', 'RB')",68
"('NNP', 'VBN')",31
"('CD', 'IN')",260
"('CD', ':')",3717
"('``', 'VB')",133
"(':', 'VB')",388
"('VB', 'FW')",8
"('FW', 'VB')",1
"(')', 'CD')",4
"('NNP', 'CD')",370
"('CD', 'VBZ')",88
"('VBP', 'RP')",87
"('TO', '``')",49
"('TO', 'PRP$')",158
"('PRP$', 'JJ')",398
"(""''"", 'VBN')",9
"('RP', '(')",8
"('VBG', ')')",9
"(')', '(')",4
"('.', 'VB')",557
"('IN', 'TO')",121
"('VBZ', 'PRP$')",200
"(')', ""''"")",15
"(""''"", ""''"")",18
"('DT', '``')",140
"('NNS', 'POS')",54
"('POS', 'IN')",48
"('NN', 'WDT')",195
"('WDT', 'MD')",38
"(':', 'NNS')",222
"('CC', 'MD')",55
"('VBG', 'PDT')",12
"('PDT', 'DT')",210
"('DT', 'VBG')",113
"('JJS', 'IN')",35
"('CD', 'CC')",128
"('CC', 'CD')",125
"('IN', 'VBN')",108
"('(', 'VBN')",15
"(')', 'NN')",92
"('PRP', 'IN')",819
"('NNP', 'WRB')",82
"('WRB', '``')",21
"('VB', 'WP')",125
"('WP', 'VBZ')",453
"(':', ""''"")",71
"(""''"", 'CC')",125
"('RP', 'WRB')",46
"('VBG', '.')",284
"('PRP', '``')",9
"('CC', '``')",49
"(""''"", '.')",129
"('.', 'JJ')",768
"('NNS', 'VBG')",194
"('TO', 'JJ')",162
"(':', 'MD')",129
"('VBG', 'PRP')",292
"('(', 'VBD')",4
"('VBD', ':')",58
"(':', 'DT')",1133
"('RB', 'JJR')",54
"('JJR', 'IN')",185
"('PRP', 'VBZ')",2432
"('VBZ', ')')",9
"('NNS', '``')",15
"('RB', 'WRB')",104
"('JJ', 'VB')",45
"('CD', 'RB')",43
"('RB', 'VBP')",451
"('VBP', ')')",16
"('VBN', '.')",491
"(""''"", ':')",32
"(""''"", 'JJ')",51
"('VBD', 'NN')",297
"('WRB', 'NNS')",34
"('(', 'NNS')",33
"('PRP$', 'NNS')",541
"('JJ', 'MD')",12
"('JJ', 'DT')",116
"('DT', 'VBD')",101
"('VBD', 'NNS')",124
"('CC', 'VBG')",190
"('IN', 'FW')",6
"('FW', 'IN')",5
"('VB', ':')",312
"('VB', 'PRP$')",622
"('IN', 'JJS')",88
"('JJS', 'RB')",13
"('JJ', '``')",36
"('IN', 'JJR')",47
"('SYM', ':')",42
"('VBP', '``')",36
"('VBD', 'NNP')",134
"('POS', 'JJ')",95
"('CD', 'TO')",45
"('#', 'VBG')",1
"('EX', 'VBZ')",247
"('RB', ')')",30
"(')', 'NNS')",20
"('RP', 'VBG')",26
"('VBD', 'DT')",796
"('RP', 'DT')",220
"('CC', 'IN')",276
"('JJ', 'POS')",42
"('TO', 'RB')",52
"('VBP', 'WRB')",80
"('WRB', 'VB')",21
"('NN', '``')",93
"('JJ', 'RB')",283
"('VBN', 'EX')",3
"('RP', 'NNS')",37
"('TO', 'PRP')",208
"('VBD', ')')",6
"('RB', 'POS')",11
"('POS', 'VBZ')",7
"('RP', '``')",3
"('VB', '(')",30
"('DT', 'VBZ')",799
"('.', 'CC')",541
"('CC', 'VBD')",167
"('.', 'RB')",739
"('``', 'VBD')",13
"('VBD', ""''"")",17
"('IN', '#')",2
"('VBN', ')')",19
"('JJ', 'VBZ')",109
"('IN', '.')",580
"('CC', 'DT')",634
"('JJ', ':')",384
"('VB', ""''"")",57
"('.', ""''"")",352
"(""''"", 'VBP')",17
"('MD', 'DT')",20
"(""''"", 'RP')",5
"('RP', ""''"")",5
"('VBG', 'CD')",40
"('VB', 'RBR')",11
"('VBZ', ':')",48
"('VBP', '.')",489
"('.', 'MD')",78
"('TO', '.')",44
"('CC', 'POS')",4
"('VBD', 'CC')",49
"('.', '(')",25
"('PRP', 'TO')",239
"('NN', 'WP')",120
"('WP', 'NN')",83
"('``', 'DT')",49
"(':', 'CD')",153
"('WP', 'VBP')",223
"('VBP', 'PRP')",1546
"('PRP', 'VB')",1123
"('NNP', 'JJS')",6
"('JJS', 'NN')",115
"('VBP', ""''"")",54
"('.', 'PRP')",3014
"('VBZ', 'CC')",31
"('CD', '.')",287
"(':', 'RB')",1309
"('WDT', 'VBZ')",243
"('NNS', 'RBR')",7
"('RBR', 'NN')",20
"(':', 'POS')",8
"('(', '.')",11
"('.', '.')",203
"('.', ')')",54
"('.', 'DT')",912
"('VBZ', 'CD')",139
"('CC', 'VBZ')",183
"('``', '``')",5
"('DT', 'JJS')",148
"('(', 'WRB')",9
"('TO', '(')",1
"(""''"", ')')",20
"('PRP$', 'NNP')",105
"('TO', 'VBN')",4
"('RP', 'VB')",1
"('.', 'NNP')",1986
"('``', 'PRP')",92
"('PRP', 'CC')",149
"('NNS', 'WP$')",3
"('WP$', 'JJ')",3
"('IN', 'VBZ')",48
"('DT', '.')",561
"('DT', 'CD')",251
"('VBD', 'VBN')",230
"('VBZ', 'VBP')",21
"('CC', 'PRP$')",89
"('NN', 'FW')",5
"('FW', 'NNP')",15
"('VBD', 'CD')",97
"('VBD', 'PRP')",882
"(':', ')')",9
"('WRB', 'VBD')",78
"('``', '.')",17
"('PRP', 'VBD')",3264
"('VBN', '(')",32
"('.', 'POS')",2
"('CD', 'WRB')",7
"('NNS', 'PDT')",5
"(':', 'WRB')",364
"('WRB', 'PRP$')",29
"('NNP', 'FW')",15
"('FW', 'NN')",15
"('WP', 'NNS')",14
"(""''"", 'VBG')",11
"('POS', '(')",3
"('DT', 'WRB')",6
"('NNS', 'PRP')",138
"('VBG', ""''"")",20
"('JJR', ""''"")",3
"('VBG', ':')",48
"('PRP', 'RP')",161
"(""''"", 'DT')",49
"('DT', ""''"")",20
"('CD', 'MD')",24
"('VBP', 'CD')",83
"('VBD', '(')",5
"('VBD', 'VBG')",338
"('VBP', 'UH')",1
"('UH', '.')",275
"('(', 'PRP')",30
"('PRP', ')')",14
"('WP', 'JJ')",11
"(')', 'MD')",12
"('PRP$', 'RB')",14
"('CD', 'CD')",29
"('VBN', 'VBG')",79
"('VBD', 'RP')",188
"('IN', '(')",12
"(')', 'VBG')",5
"('NNP', 'WDT')",20
"('DT', 'IN')",286
"('RB', 'MD')",74
"('VBN', 'VBZ')",9
"('JJ', 'VBD')",33
"('NNP', 'NNPS')",32
"('NNPS', 'VBZ')",3
"('VBP', 'CC')",45
"('POS', 'VBN')",12
"('VBP', 'PRP$')",162
"('(', 'TO')",6
"('VBG', 'CC')",84
"('NNP', 'PRP$')",60
"('PRP', 'DT')",410
"(':', ':')",186
"(':', '(')",12
"('RB', '``')",19
"('.', 'IN')",435
"('CC', 'JJS')",5
"('JJS', 'DT')",10
"('JJ', 'VBN')",58
"('PRP', '.')",1603
"('VBZ', 'WDT')",3
"('WRB', 'JJR')",3
"(')', 'CC')",28
"('JJ', 'PRP$')",21
"(':', 'VBP')",364
"('WRB', 'VBP')",191
"('NNP', 'PRP')",281
"('DT', ')')",5
"('(', 'VBP')",4
"('VB', 'WDT')",21
"('WDT', 'NN')",25
"(')', '.')",55
"('VB', 'VBP')",12
"(""''"", 'WRB')",24
"('POS', 'NNP')",88
"('VBG', 'PRP$')",121
"('NN', 'RBS')",1
"('RBS', 'JJ')",29
"('VBP', 'VB')",81
"('PRP', 'JJ')",187
"('CC', ""''"")",2
"('VB', 'VBZ')",38
"(':', 'PRP')",3749
"('VBG', 'SYM')",1
"('CC', 'VBP')",95
"('IN', 'VBP')",9
"('IN', 'POS')",6
"('CD', ""''"")",36
"('VB', 'POS')",51
"('POS', 'CC')",17
"(')', 'WRB')",14
"('RP', 'CC')",59
"(""''"", 'VB')",4
"('RB', 'RP')",10
"(""''"", 'NNP')",38
"('DT', '(')",8
"('VBG', 'VBP')",8
"(':', 'TO')",26
"('WRB', 'EX')",19
"('EX', 'VBP')",72
"('POS', ""''"")",13
"('VBZ', '.')",203
"('.', 'JJS')",8
"('VBZ', 'VBZ')",20
"('NNPS', 'TO')",3
"('(', 'POS')",3
"('POS', '.')",84
"('CC', '$')",4
"('$', 'NN')",3
"('IN', 'PDT')",55
"('.', 'WRB')",198
"('RBR', 'VBD')",1
"('VBG', 'VB')",25
"('RP', 'RP')",3
"('PRP', ""''"")",25
"('RP', 'MD')",1
"('VBZ', 'RBR')",19
"('RBR', 'RB')",20
"('VBN', 'JJR')",6
"('FW', 'FW')",13
"('FW', 'VBZ')",2
"('``', 'PRP$')",8
"('VBZ', 'JJR')",85
"('JJR', 'RB')",15
"('(', 'RP')",1
"('RP', 'VBZ')",2
"('WRB', 'VBZ')",99
"('PRP', 'VBN')",97
"('DT', 'RBR')",22
"('IN', 'VBD')",19
"('(', 'NNPS')",2
"('NNPS', ')')",1
"(')', 'DT')",10
"('VBD', 'JJS')",1
"('JJS', 'JJ')",26
"('NN', 'NNPS')",12
"('JJ', 'PRP')",163
"('RBR', 'JJR')",1
"('JJR', ')')",2
"('VBD', 'VBZ')",11
"('RP', ')')",5
"('JJS', 'NNS')",40
"('JJR', 'TO')",21
"('NN', 'RBR')",40
"('$', 'CD')",76
"(""''"", 'PRP')",73
"('NN', '#')",772
"('#', 'CD')",3706
"('VBZ', 'EX')",15
"('EX', 'DT')",14
"('VBN', 'CD')",19
"('TO', 'IN')",14
"('.', 'VBG')",105
"('(', '``')",16
"('``', ')')",3
"(':', 'VBN')",47
"('IN', 'WP')",59
"(')', 'PRP')",3
"('DT', 'VBP')",98
"('CD', 'DT')",24
"('MD', 'IN')",22
"(""''"", '``')",10
"('``', 'JJR')",4
"('.', '``')",31
"('CD', '``')",1
"('CD', 'VBN')",5
"('RB', 'EX')",15
"(""''"", 'VBD')",10
"('CC', 'WP')",55
"(')', 'JJ')",7
"('JJ', 'JJS')",4
"('CD', 'POS')",21
"('PRP', 'VBG')",225
"('VBD', 'PRP$')",181
"('JJ', 'JJR')",27
"('PRP', 'PRP')",102
"('IN', 'CC')",74
"('WRB', '.')",73
"('VBN', 'POS')",16
"('POS', 'RB')",35
"('DT', 'JJR')",58
"('DT', 'NNPS')",44
"('NNPS', 'NNP')",5
"('DT', ':')",93
"('RBR', 'MD')",2
"('VBN', 'PRP')",87
"('CC', 'WDT')",14
"('WDT', 'CC')",2
"('JJ', 'NNPS')",19
"('NNPS', ""''"")",9
"(')', ')')",2
"('``', ':')",11
"('(', 'VBZ')",7
"('RBR', ':')",4
"('TO', 'VBG')",40
"('CC', 'WRB')",59
"('CD', 'EX')",1
"('``', 'CC')",9
"('CC', 'TO')",20
"('IN', 'EX')",67
"('IN', ')')",6
"('WP', 'IN')",70
"('CC', 'JJR')",38
"('VBZ', 'PDT')",14
"('VBZ', ""''"")",3
"('IN', '$')",10
"('$', '(')",3
"('``', 'FW')",14
"('FW', '(')",5
"('VBN', 'MD')",3
"('TO', ')')",1
"('PRP', 'NN')",118
"('NN', 'PRP$')",30
"('PRP$', 'VBN')",4
"('(', 'FW')",5
"('NNS', 'JJR')",15
"('MD', 'VBN')",12
"('FW', 'RB')",1
"('NNPS', 'NNS')",1
"('NN', 'SYM')",10
"('NNPS', 'IN')",17
"('NNPS', 'CC')",7
"('VB', 'NNPS')",2
"('NNPS', ':')",10
"('VBP', 'MD')",9
"('``', 'CD')",9
"('RBR', 'IN')",28
"(')', ':')",19
"('VBG', 'RBR')",9
"('JJ', 'RBS')",1
"('RBS', 'NNS')",3
"('NNS', 'PRP$')",12
"('CC', '(')",2
"('POS', ':')",7
"('``', '(')",3
"('WRB', 'MD')",79
"('FW', 'JJ')",2
"('PRP', 'NNS')",56
"(':', 'PRP$')",171
"('VBD', 'VBP')",2
"('CD', 'VBP')",8
"('CD', 'VBD')",25
"('RP', 'PRP$')",90
"('DT', 'PRP$')",40
"(')', 'VB')",1
"('VB', 'RBS')",1
"('``', 'MD')",5
"('NNP', '#')",2589
"('VBZ', 'VBD')",29
"(""''"", 'PRP$')",7
"('VBD', '``')",17
"('``', 'UH')",24
"('UH', ""''"")",4
"('POS', 'POS')",9
"('POS', 'VBD')",6
"('.', 'EX')",74
"('.', ':')",255
"('WDT', 'JJ')",6
"('JJS', 'CD')",13
"('VBZ', 'RBS')",3
"('RBS', 'NN')",1
"('POS', 'PRP$')",24
"('POS', 'VBG')",13
"('$', 'RB')",1
"('VBP', 'VBP')",29
"('EX', 'TO')",1
"('(', 'MD')",7
"(""''"", 'CD')",3
"(':', '#')",7
"('#', 'NN')",8
"(':', 'VBD')",29
"('POS', 'DT')",37
"('CC', 'EX')",35
"('TO', '#')",1
"('DT', 'TO')",15
"('VB', '#')",8
"(':', 'NNPS')",2
"('DT', 'CC')",18
"('TO', ':')",13
"('CC', ':')",44
"('POS', ')')",5
"('RB', 'WP')",45
"('CD', 'VBG')",22
"('WP', 'TO')",13
"('NN', '$')",2
"(')', 'POS')",2
"('WDT', 'VBD')",58
"('MD', 'VBG')",6
"('VBP', ':')",81
"('NNPS', 'NN')",8
"('CC', '#')",18
"('POS', 'VBP')",5
"('JJR', 'VBZ')",7
"('VBN', 'PRP$')",27
"('NNPS', 'VBP')",19
"('VB', 'JJS')",5
"('NNP', 'WP')",18
"('WP', 'NNP')",12
"(':', 'JJS')",8
"('VBN', 'PDT')",2
"('WDT', 'IN')",7
"('EX', 'MD')",24
"('MD', 'PRP')",321
"('FW', ""''"")",4
"('``', 'WP')",15
"('WP', 'MD')",68
"('MD', 'NNP')",5
"('IN', 'MD')",6
"('JJR', '.')",77
"('TO', 'RBR')",1
"('NN', 'JJR')",44
"('.', 'VBZ')",115
"('WRB', 'CD')",5
"('RP', ':')",20
"('TO', ""''"")",2
"('POS', '``')",4
"('PRP$', '``')",6
"('RP', 'VBD')",2
"('JJ', 'FW')",4
"('FW', 'NNS')",3
"('WDT', 'RB')",12
"('PRP', 'NNP')",41
"('(', 'JJS')",1
"('JJS', ')')",1
"('VBN', 'JJS')",1
"('JJS', 'NNP')",5
"('IN', 'RP')",5
"(""''"", 'WP')",4
"('JJ', 'RP')",11
"('NNP', 'SYM')",11
"('VBD', 'POS')",4
"('POS', 'WRB')",2
"('RBR', 'VBG')",8
"('#', 'VBP')",1
"(')', 'WDT')",1
"('``', '#')",1
"('#', ""''"")",2
"(':', '.')",68
"('JJ', 'PDT')",3
"('WRB', 'POS')",14
"('WP', 'VBG')",1
"('JJS', ""''"")",3
"('NNS', '$')",1
"('FW', '.')",21
"('NNP', 'PDT')",5
"('``', 'TO')",1
"('.', '#')",4
"('#', 'DT')",1
"('CD', 'PRP')",12
"('VBN', 'VB')",5
"('PRP', 'RBR')",5
"('MD', 'JJ')",1
"('CC', 'PDT')",8
"('TO', 'JJR')",4
"('FW', 'CC')",2
"('CC', 'CC')",2
"('JJR', 'CC')",20
"('IN', 'WDT')",14
"('WDT', 'NNS')",4
"('``', 'JJS')",2
"('PRP', ':')",157
"('VBN', 'VBP')",4
"('CC', 'RP')",2
"('(', 'WDT')",4
"('POS', 'MD')",2
"('.', 'VBN')",22
"('VBN', 'VBD')",8
"('NNPS', 'DT')",6
"('VBP', 'EX')",12
"('EX', 'VBD')",56
"(')', '``')",2
"('POS', 'WDT')",3
"('VB', 'PDT')",15
"('VBZ', 'POS')",1
"('POS', 'TO')",4
"('RB', 'PRP$')",80
"('.', 'PRP$')",105
"('VBP', 'VBD')",46
"('.', 'JJR')",18
"('TO', 'CC')",2
"('``', '$')",1
"(""''"", '$')",2
"('$', 'FW')",1
"(')', 'FW')",1
"('.', 'CD')",123
"('``', 'WRB')",15
"(""''"", 'WDT')",5
"('JJR', 'JJ')",43
"('CD', 'PRP$')",1
"('VBZ', 'FW')",4
"('RBR', 'VB')",1
"('DT', 'RP')",14
"('WRB', ':')",2
"(':', 'WDT')",32
"('RB', 'PDT')",5
"('NN', 'EX')",8
"('VBG', 'EX')",3
"('VBD', 'SYM')",1
"('RP', 'CD')",8
"(""''"", '#')",1
"('WDT', 'NNP')",13
"('VBP', 'JJR')",45
"('NNPS', '.')",37
"(':', '$')",7
"('DT', 'SYM')",1
"('``', 'SYM')",1
"('DT', 'FW')",2
"('#', 'CC')",1
"(')', 'VBN')",3
"('IN', 'VB')",23
"('(', ':')",1
"('NNP', '$')",3
"('FW', 'DT')",1
"('#', 'JJ')",1
"(""''"", 'FW')",1
"(':', 'JJR')",12
"('EX', 'RB')",4
"('NN', 'JJS')",5
"('VBZ', 'WP')",63
"('JJR', 'NNP')",10
"('NNP', 'EX')",6
"('EX', '.')",18
"('.', 'WP')",209
"('PRP', ',')",477
"(',', 'NNP')",476
"('NNP', ',')",2011
"(',', 'NN')",1206
"(',', 'IN')",860
"('VBP', ',')",458
"(',', ':')",15
"('NNS', 'WP')",49
"(':', 'WP')",604
"('WP', '.')",201
"(':', 'UH')",1128
"(""''"", 'POS')",5
"('NN', ',')",3820
"('RB', ',')",1062
"(',', 'DT')",683
"(',', 'RB')",1081
"(',', 'PRP')",2845
"('JJ', ',')",908
"('UH', ',')",1044
"(',', 'UH')",119
"(',', 'CC')",1281
"('UH', ':')",29
"('DT', ',')",187
"(',', 'JJ')",853
"('WP', ',')",43
"(',', 'VBD')",181
"(',', 'WRB')",176
"(',', 'VBP')",228
"(',', 'MD')",100
"(',', 'VBZ')",222
"('EX', 'NN')",3
"(',', 'NNS')",214
"('WP', 'VBD')",159
"('RP', ',')",97
"(""''"", ',')",36
"('TO', 'VBZ')",1
"('UH', 'NN')",34
"('IN', ',')",570
"(',', 'VB')",298
"(',', 'EX')",83
"('.', 'UH')",235
"('VB', ',')",276
"('DT', 'WP')",11
"('WDT', 'DT')",10
"('EX', 'PRP')",9
"(',', 'VBG')",369
"('NNS', ',')",576
"(',', 'WP')",189
"('WP', 'DT')",124
"('.', ',')",14
"(',', 'FW')",22
"(',', 'TO')",100
"('POS', 'RP')",4
"('VBD', 'JJR')",17
"('MD', 'WP')",1
"('.', 'VBP')",149
"('PRP$', '.')",66
"('PRP$', 'RP')",6
"('NNS', '#')",8
"('VBD', 'RBR')",12
"('RBR', '.')",25
"('WP', 'VB')",12
"('UH', 'UH')",13
"('WP', 'RB')",14
"('PRP$', 'JJS')",22
"('PRP', 'WP')",30
"(',', 'PRP$')",142
"('RP', 'TO')",41
"('NN', 'WP$')",6
"('WP$', 'NNS')",4
"('DT', 'POS')",5
"('POS', 'PRP')",6
"('CD', ',')",159
"('RBR', ',')",4
"('MD', ':')",6
"('VBD', 'VBD')",12
"('POS', 'VB')",53
"(',', 'VBN')",43
"('.', 'TO')",13
"('VBD', ',')",164
"('VBN', ',')",142
"('VBZ', ',')",103
"('EX', 'POS')",3
"('WP', ':')",8
"('UH', 'VB')",7
"('PRP', 'PDT')",7
"('PRP$', 'DT')",13
"('VBG', ',')",102
"(':', 'EX')",87
"('DT', 'MD')",92
"('UH', 'DT')",15
"(',', 'WDT')",134
"('WDT', ',')",8
"('UH', 'PRP')",9
"('EX', 'CC')",5
